Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Date,State,TotalSamples,Negative,Positive
96,10-03-2020,6:00 PM,Telengana,1,0,0,0,1,21-04-2021,India,129646105,9537781,67123,111673361,17972744,,,,11799916,117846188,,19057,,,,10889235,52371179,48391750,58217380,53441979,14002,17-08-2020,Andaman and Nicobar Islands,28672,,2445
97,10-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,22-04-2021,India,132754608,10459336,73933,113584269,19170339,,,,12176768,120577839,,19130,,,,10972801,53528676,49056017,59214377,54355513,14379,18-08-2020,Andaman and Nicobar Islands,28937,,2529
98,11-03-2020,6:00 PM,Maharashtra,2,0,0,0,2,23-04-2021,India,135658324,9772224,68575,115461202,20197122,,,,12507127,123151196,,19246,,,,11075950,54681402,49673372,60208977,55237448,14777,19-08-2020,Andaman and Nicobar Islands,29303,,2604
99,11-03-2020,6:00 PM,Delhi,5,0,0,0,5,24-04-2021,India,138185956,8300170,59612,117105343,21080613,,,,12775153,125410802,,19338,,,,11161742,55725179,50185235,61078797,56011474,15072,20-08-2020,Andaman and Nicobar Islands,29487,,2680
100,11-03-2020,6:00 PM,Haryana,0,14,0,0,14,25-04-2021,India,139185173,5844983,41927,117795008,21390165,,,,12866845,126318327,,19364,,,,11194950,56163123,50403597,61442119,56337692,15197,21-08-2020,Andaman and Nicobar Islands,29573,,2747
101,11-03-2020,6:00 PM,Kerala,17,0,3,0,17,26-04-2021,India,142524947,9725885,68905,119886252,22638695,,,,13127022,129397924,,19459,,,,11300300,57436912,51108802,62534884,57335805,15563,22-08-2020,Andaman and Nicobar Islands,29888,,2808
102,11-03-2020,6:00 PM,Rajasthan,1,2,0,0,3,27-04-2021,India,144879233,9192384,65370,121263287,23615946,,,,13362545,131516688,,19521,,,,14453548,55220908,51567636,63266613,57980903,15771,23-08-2020,Andaman and Nicobar Islands,30278,,2860
103,11-03-2020,6:00 PM,Telengana,1,0,0,0,1,28-04-2021,India,147053392,8123540,57439,122538179,24515213,,,,13636237,133417155,,19657,,,,14557937,55978822,51980128,63938524,58583701,15954,24-08-2020,Andaman and Nicobar Islands,30513,,2904
104,11-03-2020,6:00 PM,Uttar Pradesh,9,0,0,0,9,29-04-2021,India,149268772,8593203,61628,123811908,25456864,,,,13926050,135342722,,19753,,,,14666103,56743187,52384617,64611787,59183960,16161,25-08-2020,Andaman and Nicobar Islands,31082,,2945
105,11-03-2020,6:00 PM,Ladakh,2,0,0,0,2,30-04-2021,India,151998107,8996730,64042,125376952,26621155,,,,14178643,137819464,,19828,,,,14819208,57676548,52862810,65445771,59914751,16430,26-08-2020,Andaman and Nicobar Islands,31646,,2985
106,11-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,01-05-2021,India,153626325,8022399,56966,126328970,27297355,,,,14369918,139256407,,19850,,,,14999469,58198124,53112963,65972485,60339903,16582,27-08-2020,Andaman and Nicobar Islands,31830,,3018
107,11-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,02-05-2021,India,154211511,5396932,38359,126704151,27507360,,,,14417017,139794494,,19868,,,,15057167,58438144,53191783,66183753,60503747,16651,28-08-2020,Andaman and Nicobar Islands,32100,,3050
108,11-03-2020,6:00 PM,Punjab,1,0,0,0,1,03-05-2021,India,156082136,8814219,61196,127696675,28385461,,,,14654260,141427876,,19921,,,,15352120,58901132,53426355,66737774,60942039,16862,29-08-2020,Andaman and Nicobar Islands,32407,,3081
109,11-03-2020,6:00 PM,Karnataka,4,0,0,0,4,04-05-2021,India,157750752,8034995,55739,128627919,29122833,,,,14892657,142858095,,19982,,,,15689305,59299040,53622284,67265833,61344881,17205,30-08-2020,Andaman and Nicobar Islands,32674,,3104
110,12-03-2020,6:00 PM,Delhi,6,0,0,0,6,05-05-2021,India,159931238,8424665,58108,129730641,30200597,,,,15127348,144803890,,20041,,,,16036053,59800123,53877151,67881167,61832097,17377,31-08-2020,Andaman and Nicobar Islands,33485,,3132
111,12-03-2020,6:00 PM,Haryana,0,14,0,0,14,06-05-2021,India,162603603,8708024,60671,131058890,31544713,,,,15424914,147178689,,20079,,,,16430428,60403154,54207909,68616643,62424602,17645,01-09-2020,Andaman and Nicobar Islands,35104,,3160
112,12-03-2020,6:00 PM,Kerala,17,0,3,0,17,07-05-2021,India,165190000,8244108,57623,132294827,32895173,,,,15761911,149428089,,20136,,,,16856986,60927081,54493332,69304346,62972623,17858,02-09-2020,Andaman and Nicobar Islands,36136,,
113,12-03-2020,6:00 PM,Rajasthan,1,2,0,0,3,08-05-2021,India,167493857,8362691,58214,133366482,34127375,,,,16195122,151298735,,20212,,,,17255291,61372739,54720932,69899266,63449164,18052,03-09-2020,Andaman and Nicobar Islands,37075,,3223
114,12-03-2020,6:00 PM,Telengana,1,0,0,0,1,09-05-2021,India,168304868,5437733,39614,133854676,34450192,,,,16321015,151983853,,20234,,,,17539440,61510977,54786708,70186220,63650307,18149,04-09-2020,Andaman and Nicobar Islands,37825,,3257
115,12-03-2020,6:00 PM,Uttar Pradesh,10,1,0,0,11,10-05-2021,India,171098918,8215415,58011,135192013,35906905,,,,16727082,154371836,,20288,,,,18167977,61966293,55038117,70948079,64225501,18433,05-09-2020,Andaman and Nicobar Islands,38574,,3292
116,12-03-2020,6:00 PM,Ladakh,3,0,0,0,3,11-05-2021,India,173862643,7848368,56288,136557345,37305298,,,,17081853,156780790,,20315,,,,18768175,62460166,55307756,71722365,64816275,18705,06-09-2020,Andaman and Nicobar Islands,39205,,3332
117,12-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,12-05-2021,India,176045577,7572978,54605,137805245,38240332,,,,17459811,158585766,,20352,,,,19307387,62926016,55549219,72431855,65354414,18976,07-09-2020,Andaman and Nicobar Islands,39995,,3359
118,12-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,13-05-2021,India,178361846,7238072,52103,139087590,39274256,,,,17840229,160521617,,20415,,,,19863113,63401077,55799375,73161834,65906538,19218,08-09-2020,Andaman and Nicobar Islands,41039,,3392
119,12-03-2020,6:00 PM,Punjab,1,0,0,0,1,14-05-2021,India,179646413,5861579,42398,139861462,39784951,,,,18087664,161558739,,20432,,,,20255885,63656217,55924598,73607113,66234957,19392,09-09-2020,Andaman and Nicobar Islands,41776,,3426
120,12-03-2020,6:00 PM,Karnataka,4,0,0,0,4,15-05-2021,India,181544536,7183448,51190,141132112,40412424,,,,18535310,163009216,,20459,,,,20902588,64076941,56126114,74324379,66787921,19812,10-09-2020,Andaman and Nicobar Islands,42792,,3465
121,12-03-2020,6:00 PM,Maharashtra,11,0,0,0,11,16-05-2021,India,182251006,4278089,27979,141764335,40486671,,,,18695475,163555521,,20473,,,,21360117,64200432,56176752,74693401,67050966,19968,11-09-2020,Andaman and Nicobar Islands,43680,,3494
122,12-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,17-05-2021,India,183817204,8089861,48246,143090218,40726986,,,,19077536,164739599,,20512,,,,22103586,64615446,56342950,75461311,67608590,20317,12-09-2020,Andaman and Nicobar Islands,44570,,3521
123,13-03-2020,6:00 PM,Delhi,6,0,0,0,6,18-05-2021,India,185191602,7311249,42755,144270200,40921402,,,,19407170,165784285,,20586,,,,22710882,65021417,56508521,76142110,68107465,20625,13-09-2020,Andaman and Nicobar Islands,45279,,3546
124,13-03-2020,6:00 PM,Haryana,0,14,0,0,14,19-05-2021,India,186410600,6683984,40289,145333606,41076994,,,,19669911,166740487,,20659,,,,23325439,65340955,56636839,76761977,68550747,20882,14-09-2020,Andaman and Nicobar Islands,45987,,3557
125,13-03-2020,6:00 PM,Kerala,19,0,3,0,19,20-05-2021,India,187886885,7547217,44986,146624652,41262233,,,,19986188,167900451,,20755,,,,24095416,65709875,56787668,77512357,69091006,21289,15-09-2020,Andaman and Nicobar Islands,46823,,3574
126,13-03-2020,6:00 PM,Rajasthan,1,2,0,0,3,21-05-2021,India,189344105,7425242,42679,147893976,41450129,,,,20301735,169042095,275,20821,,,,24815544,66109139,56936352,78248902,69623495,21579,16-09-2020,Andaman and Nicobar Islands,47794,,3593
127,13-03-2020,6:00 PM,Telengana,1,0,0,0,1,22-05-2021,India,190936859,8649098,49046,149302864,41633995,,,,20590582,170345955,322,20858,,,,25540064,66609184,57119494,79056922,70224054,21888,17-09-2020,Andaman and Nicobar Islands,48861,,3604
128,13-03-2020,6:00 PM,Uttar Pradesh,10,1,0,0,11,23-05-2021,India,191877460,5338956,30180,150180408,41697052,,,,20680782,171196318,360,20870,,,,26159678,66797754,57188219,79574984,70583303,22121,18-09-2020,Andaman and Nicobar Islands,50035,,3631
129,13-03-2020,6:00 PM,Ladakh,3,0,0,0,3,24-05-2021,India,194313920,9601152,51161,152439044,41874876,,,,20932868,173380665,387,20918,,,,27500303,67442972,57459394,80889623,71526736,22685,19-09-2020,Andaman and Nicobar Islands,50681,,3644
130,13-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,25-05-2021,India,196463495,9133572,46265,154384464,42079031,,,,21222896,175240154,445,20981,,,,28655080,68006383,57685358,82032580,72328742,23142,20-09-2020,Andaman and Nicobar Islands,51262,,3651
131,13-03-2020,6:00 PM,Jammu and Kashmir,1,0,0,0,1,26-05-2021,India,198425615,9309344,44319,156189641,42235974,,,,21440904,176983511,1200,21016,,,,29673387,68568469,57908741,83084097,73082037,23507,21-09-2020,Andaman and Nicobar Islands,52220,,3673
132,13-03-2020,6:00 PM,Punjab,1,0,0,0,1,27-05-2021,India,201438120,10482875,44427,159006359,42431761,,,,21732409,179703057,2654,21057,,,,31096243,69538125,58331056,84683042,74299145,24172,22-09-2020,Andaman and Nicobar Islands,52845,,3691
133,13-03-2020,6:00 PM,Karnataka,6,0,0,1,6,28-05-2021,India,204617572,11340655,44877,161951713,42665859,,,,22143306,182470401,3865,21092,,,,32704761,70491958,58711772,86374510,75552353,24850,23-09-2020,Andaman and Nicobar Islands,53591,,3712
134,13-03-2020,6:00 PM,Maharashtra,14,0,0,0,14,29-05-2021,India,207796464,11069278,43049,164804095,42992369,,,,22748715,185041368,6381,21143,,,,34394210,71322705,59041286,88027641,76750999,25455,24-09-2020,Andaman and Nicobar Islands,52992,,3744
135,13-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,30-05-2021,India,208907723,5941306,22980,165823004,43084719,,,,22948962,185950671,8090,21166,,,,35054344,71584500,59137269,88619604,77177776,25624,25-09-2020,Andaman and Nicobar Islands,55169,,3759
136,14-03-2020,6:00 PM,Delhi,7,0,1,1,7,31-05-2021,India,211778491,10623839,42783,168393525,43384966,,,,23442881,188324712,10898,21260,,,,36494965,72388059,59461062,90095606,78271582,26337,26-09-2020,Andaman and Nicobar Islands,56059,,3774
137,14-03-2020,6:00 PM,Haryana,0,14,0,0,14,01-06-2021,India,214314522,9930062,38044,170640412,43674110,,,,23905095,190396381,13046,21302,,,,37657598,73158983,59772400,91381749,79231870,26793,27-09-2020,Andaman and Nicobar Islands,56661,,3794
138,14-03-2020,6:00 PM,Kerala,19,0,3,0,19,02-06-2021,India,216858197,10324274,38535,172945950,43912247,,,,24376613,192467399,14185,21412,,,,38998815,73851872,60041595,92705952,80212651,27347,28-09-2020,Andaman and Nicobar Islands,57343,,3803
139,14-03-2020,6:00 PM,Rajasthan,1,2,1,0,3,03-06-2021,India,219831571,11534619,41239,175677634,44153937,,,,25012565,194803940,15066,21470,,,,40649116,74618017,60353715,94288015,81361633,27986,29-09-2020,Andaman and Nicobar Islands,58135,,3821
140,14-03-2020,6:00 PM,Telengana,1,0,0,0,1,04-06-2021,India,223642281,13131165,46141,179205337,44436944,,,,25581498,198045267,15516,21518,,,,42587253,75746331,60810517,96289872,82885972,29493,30-09-2020,Andaman and Nicobar Islands,58763,,3835
141,14-03-2020,6:00 PM,Uttar Pradesh,11,1,5,0,12,05-06-2021,India,227162503,12775190,45548,182451348,44711155,,,,26213604,200932620,16279,21637,,,,44490432,76694765,61200972,98143570,84277549,30229,01-10-2020,Andaman and Nicobar Islands,59676,,3848
142,14-03-2020,6:00 PM,Ladakh,3,0,0,0,3,06-06-2021,India,228624578,7228531,24346,183824958,44799620,,,,26450908,202156935,16735,21706,,,,45391190,77035519,61331191,98907905,84886553,30500,02-10-2020,Andaman and Nicobar Islands,60437,,3858
143,14-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,07-06-2021,India,232063488,12625429,45459,186933771,45129717,,,,27031124,205014564,17800,21820,,,,47233720,77930082,61699177,100656406,86246094,31271,03-10-2020,Andaman and Nicobar Islands,61231,,3868
144,14-03-2020,6:00 PM,Jammu and Kashmir,2,0,0,0,2,08-06-2021,India,234952618,11506400,41121,189503126,45449492,,,,27571289,207362449,18880,21899,,,,48781429,78645889,62001788,102100803,87370490,31833,04-10-2020,Andaman and Nicobar Islands,62103,,3884
145,14-03-2020,6:00 PM,Punjab,1,0,0,0,1,09-06-2021,India,238440129,11932713,42274,192669299,45770830,,,,28196184,210223401,20544,21959,,,,50952882,79344582,62293642,103888483,88748112,32704,05-10-2020,Andaman and Nicobar Islands,63009,,3899
146,14-03-2020,6:00 PM,Karnataka,6,0,0,1,6,10-06-2021,India,241846863,12035310,42414,195747476,46099387,,,,28814428,213010415,22020,21991,,,,53072899,80018155,62574015,105607170,90106724,33582,06-10-2020,Andaman and Nicobar Islands,63790,,3912
147,14-03-2020,6:00 PM,Maharashtra,14,0,0,0,14,11-06-2021,India,245411955,12044221,42704,198977594,46434361,,,,29426682,215962153,23120,22027,,,,55307867,80715943,62867396,107385721,91557487,34386,07-10-2020,Andaman and Nicobar Islands,65111,,3935
148,14-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,12-06-2021,India,249033094,12844959,42982,202207183,46825911,,,,29975845,219032482,24767,22075,,,,57472406,81467278,63177391,109174763,92997290,35130,08-10-2020,Andaman and Nicobar Islands,66244,,3952
149,15-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,13-06-2021,India,250656362,7549518,22768,203705131,46951231,,,,30185294,220445754,25314,22082,,,,58561036,81756122,63296269,109979462,93690273,35396,09-10-2020,Andaman and Nicobar Islands,67332,,3976
150,15-03-2020,6:00 PM,Delhi,7,0,2,1,7,14-06-2021,India,254653040,14048206,46924,207274441,47378599,,,,30779165,223847280,26595,22118,,,,60913444,82600503,63665384,111868784,95369557,36100,10-10-2020,Andaman and Nicobar Islands,68464,,3992
151,15-03-2020,6:00 PM,Haryana,0,14,0,0,14,15-06-2021,India,257605528,11834657,41484,209816439,47789089,,,,31248316,226329536,27676,22127,,,,62448482,83290805,63979181,113266182,96513504,36753,11-10-2020,Andaman and Nicobar Islands,69146,,4005
152,15-03-2020,6:00 PM,Karnataka,6,0,0,1,6,16-06-2021,India,261118468,14252163,44447,212945352,48173116,,,,31695663,229393676,29129,22155,,,,64643068,83939373,64262201,114978703,97929255,37394,12-10-2020,Andaman and Nicobar Islands,69932,,4023
153,15-03-2020,6:00 PM,Kerala,22,0,3,0,22,17-06-2021,India,264537245,13293750,42886,215944608,48592637,,,,32252129,232253523,31593,22214,,,,66811954,84514167,64514699,116630688,99275854,38066,13-10-2020,Andaman and Nicobar Islands,70780,,4036
154,15-03-2020,6:00 PM,Maharashtra,32,0,0,0,32,18-06-2021,India,267951571,12991192,42760,218956863,48994708,,,,32765846,235151645,34080,22257,,,,68997968,85086167,64765494,118293011,100624989,38863,14-10-2020,Andaman and Nicobar Islands,71624,,4046
155,15-03-2020,6:00 PM,Punjab,1,0,0,0,1,19-06-2021,India,271833642,14175307,43724,222316897,49516745,,,,33243363,238552905,37374,22308,,,,71342757,85786352,65076837,120139375,102137801,39721,15-10-2020,Andaman and Nicobar Islands,72525,,4062
156,15-03-2020,6:00 PM,Rajasthan,2,2,3,0,4,20-06-2021,India,275018693,12736409,24766,225211708,49806985,,,,33448885,241530408,39400,22319,,,,73042655,86653713,65402486,121366817,103804672,40219,16-10-2020,Andaman and Nicobar Islands,73363,,4072
157,15-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,21-06-2021,India,283891764,35010311,68061,233288807,50602957,,,,34123378,249725103,43283,22345,,,,79130988,88034483,66002905,125704054,107542051,42702,17-10-2020,Andaman and Nicobar Islands,74277,,4083
158,15-03-2020,6:00 PM,Telengana,3,0,1,0,3,22-06-2021,India,289961746,23436266,54639,238685516,51276230,,,,34641890,255272448,47408,22406,,,,83190167,88947171,66423283,128567271,110074369,43876,18-10-2020,Andaman and Nicobar Islands,75030,,4108
159,15-03-2020,6:00 PM,Jammu and Kashmir,2,0,0,0,2,23-06-2021,India,296892521,27105115,59462,244944880,51947641,,,,35392947,261448717,50857,22436,,,,88014595,89941914,66858838,131919150,112980429,45301,19-10-2020,Andaman and Nicobar Islands,75977,,4126
160,15-03-2020,6:00 PM,Ladakh,3,0,0,0,3,24-06-2021,India,303426850,26458510,56282,250656880,52769970,,,,36139047,267233899,53904,22588,,,,92243148,90968877,67310981,134941971,115668447,46462,20-10-2020,Andaman and Nicobar Islands,77200,,4141
161,15-03-2020,6:00 PM,Uttar Pradesh,12,1,4,0,13,25-06-2021,India,309802519,27953093,55202,256135000,53667519,166996837,142754166,51516,37027773,272716628,58118,22709,108435293,110410673,90956553,,,,,,,21-10-2020,Andaman and Nicobar Islands,78303,,4168
162,15-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,26-06-2021,India,316535775,29924071,55142,261705883,54829892,170558604,145924320,52851,37908285,278562444,65046,22885,112960394,111903438,91671943,,,,,,,22-10-2020,Andaman and Nicobar Islands,79301,,4184
163,16-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,27-06-2021,India,318473492,14362704,23886,263289938,55183554,171570354,146849924,53214,38254587,280151800,67105,22996,114287302,112317011,91869179,,,,,,,23-10-2020,Andaman and Nicobar Islands,80768,,4207
164,16-03-2020,6:00 PM,Delhi,7,0,2,1,7,28-06-2021,India,323836329,25874790,48855,267485789,56350540,174328759,149453113,54457,39047840,284716017,72472,23099,117673231,113624093,92539005,,,,,,,24-10-2020,Andaman and Nicobar Islands,81880,,4225
165,16-03-2020,6:00 PM,Haryana,0,14,0,0,14,29-06-2021,India,327685422,20606418,39263,270392224,57293198,176271011,151359083,55328,39657631,287949744,78047,23129,120044665,114600753,93040004,,,,,,,25-10-2020,Andaman and Nicobar Islands,82626,,4245
166,16-03-2020,6:00 PM,Karnataka,6,0,0,1,6,30-06-2021,India,330553623,18568866,33381,272487181,58066442,177750688,152746870,56065,40307832,290158311,87480,23217,121755682,115390323,93407618,,,,,,,26-10-2020,Andaman and Nicobar Islands,83115,,4253
167,16-03-2020,6:00 PM,Kerala,23,0,3,0,23,01-07-2021,India,334913220,20310004,40094,275842378,59070842,180022023,154834173,57024,40927453,293891479,94288,23290,124412877,116539731,93960612,,,,,,,27-10-2020,Andaman and Nicobar Islands,84308,,4274
168,16-03-2020,6:00 PM,Maharashtra,32,0,0,0,32,02-07-2021,India,339447068,20812325,40091,279132514,60314554,182375868,157013277,57923,41530884,297814896,101288,23467,126985291,117838292,94623485,,,,,,,28-10-2020,Andaman and Nicobar Islands,85378,,4289
169,16-03-2020,6:00 PM,Odisha,1,0,0,0,1,03-07-2021,India,346054022,26140934,48778,283527017,62527005,185856473,160138342,59207,42506166,303438000,109856,23695,130761114,119730672,95562236,,,,,,,29-10-2020,Andaman and Nicobar Islands,86715,,4305
170,16-03-2020,6:00 PM,Punjab,1,0,0,0,1,04-07-2021,India,347766247,12321517,19122,284750483,63015764,186748495,160958198,59554,42729197,304924760,112290,23780,131760228,120219354,95786665,,,,,,,30-10-2020,Andaman and Nicobar Islands,87789,,4317
171,16-03-2020,6:00 PM,Rajasthan,2,2,3,0,4,05-07-2021,India,352412289,20486897,42139,287588808,64823481,189175605,163176110,60574,43442864,308849054,120371,23798,134087877,121768778,96555634,,,,,,,31-10-2020,Andaman and Nicobar Islands,88453,,4332
172,16-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,06-07-2021,India,356192949,17691841,35607,290132865,66060084,191160373,164971125,61451,44018800,312045416,128733,23960,136158617,122916328,97118004,,,,,,,01-11-2020,Andaman and Nicobar Islands,89559,,4340
173,16-03-2020,6:00 PM,Telengana,3,0,1,0,3,07-07-2021,India,359728245,17449073,33655,292326546,67401699,193027060,166638938,62247,44518708,315072183,137354,24041,137996472,124050399,97681374,,,,,,,02-11-2020,Andaman and Nicobar Islands,90901,,4352
174,16-03-2020,6:00 PM,Jammu and Kashmir,3,0,0,0,3,08-07-2021,India,363866177,18408867,37073,295113298,68752879,195194201,168608604,63372,45082427,318636397,147353,24103,140323602,125274577,98267998,,,,,,,03-11-2020,Andaman and Nicobar Islands,92249,,4372
175,16-03-2020,6:00 PM,Ladakh,4,0,0,0,4,09-07-2021,India,367079052,15830443,31342,297184419,69894633,196883902,170130738,64412,45476306,321441373,161373,24167,142074586,126245273,98759193,,,,,,,04-11-2020,Andaman and Nicobar Islands,93406,,4389
176,16-03-2020,6:00 PM,Uttar Pradesh,12,1,4,0,13,10-07-2021,India,370921397,15975055,32091,299620148,71301249,198911398,171944765,65234,46016442,324725183,179772,24280,144140990,127450202,99330205,,,,,,,05-11-2020,Andaman and Nicobar Islands,94639,,4403
177,16-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,11-07-2021,India,372249777,8835173,14717,300474970,71774807,199593430,172590906,65441,46227004,325834486,188287,24280,144850653,127867994,99531130,,,,,,,06-11-2020,Andaman and Nicobar Islands,96214,,4420
178,17-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,12-07-2021,India,376350562,17301046,35603,303057816,73292746,201700141,174584012,66409,46822284,329322624,205654,24290,146972241,129180113,100198208,,,,,,,07-11-2020,Andaman and Nicobar Islands,97603,,4441
179,17-03-2020,6:00 PM,Delhi,8,0,2,1,8,13-07-2021,India,380212639,15468942,33126,305477371,74735268,203712414,176432842,67383,47230844,332757295,224500,24407,148978156,130436240,100798243,,,,,,,08-11-2020,Andaman and Nicobar Islands,98812,,4450
180,17-03-2020,6:00 PM,Haryana,1,14,0,0,15,14-07-2021,India,386288141,14758731,31235,310042014,76246127,206783170,179436493,68478,47878858,338166245,243038,24407,151234541,132856589,102197011,,,,,,,09-11-2020,Andaman and Nicobar Islands,100025,,4463
181,17-03-2020,6:00 PM,Karnataka,11,0,0,1,11,15-07-2021,India,390286930,16084911,35258,312624872,77662058,208881920,181335624,69386,48322223,341703521,261186,24497,153409838,134089039,102788053,,,,,,,10-11-2020,Andaman and Nicobar Islands,101226,,4477
182,17-03-2020,6:00 PM,Kerala,24,2,3,0,26,16-07-2021,India,394641704,16935747,37143,315177274,79464430,211136743,183434678,70283,48832941,345528530,280233,24626,155648918,135521275,103471511,,,,,,,11-11-2020,Andaman and Nicobar Islands,102433,,4494
183,17-03-2020,6:00 PM,Maharashtra,36,3,0,1,39,17-07-2021,India,399873648,18405270,39857,318403675,81469973,213861867,185940424,71357,49284948,350286122,302578,24729,158454523,137167237,104251888,,,,,,,12-11-2020,Andaman and Nicobar Islands,103599,,4507
184,17-03-2020,6:00 PM,Odisha,1,0,0,0,1,18-07-2021,India,401441969,9120348,16236,319469878,81972091,214657889,186712441,71639,49377691,351756263,308015,24823,159352703,137615222,104474044,,,,,,,13-11-2020,Andaman and Nicobar Islands,104785,,4518
185,17-03-2020,6:00 PM,Punjab,1,0,0,0,1,19-07-2021,India,406790133,19017782,42026,322905680,83884453,217407550,189309762,72821,49702746,356765200,322187,24895,162164065,139322155,105303913,,,,,,,14-11-2020,Andaman and Nicobar Islands,105699,,4527
186,17-03-2020,6:00 PM,Rajasthan,2,2,3,0,4,20-07-2021,India,410430826,14830467,33503,325242678,85188148,219282113,191075012,73701,50023562,360070547,336717,24895,164156483,140448106,105826237,,,,,,,15-11-2020,Andaman and Nicobar Islands,106734,,4536
187,17-03-2020,6:00 PM,Tamil Nadu,1,0,0,0,1,21-07-2021,India,412817034,11772741,23842,326792911,86024123,220516550,192226247,74237,50204520,362262299,350215,24955,165490766,141158729,106167539,,,,,,,16-11-2020,Andaman and Nicobar Islands,108080,,4557
188,17-03-2020,6:00 PM,Telengana,3,2,1,0,5,22-07-2021,India,418366838,18416197,41363,330465663,87901175,223376425,194914788,75625,50586096,367417104,363638,25048,168588236,142841291,106937311,,,,,,,17-11-2020,Andaman and Nicobar Islands,109646,,4574
189,17-03-2020,6:00 PM,Jammu and Kashmir,3,0,0,0,3,23-07-2021,India,422845298,16337977,37521,333352959,89492339,225676609,197091984,76705,51020810,371447023,377465,25048,171051873,144211690,107581735,,,,,,,18-11-2020,Andaman and Nicobar Islands,111166,,4593
190,17-03-2020,6:00 PM,Ladakh,6,0,0,0,6,24-07-2021,India,428109930,18476847,40423,336917806,91192124,228432995,199598934,78001,51538610,376177250,394070,25102,174129036,145718727,108262167,,,,,,,19-11-2020,Andaman and Nicobar Islands,112792,,4604
191,17-03-2020,6:00 PM,Uttar Pradesh,14,1,5,0,15,25-07-2021,India,430170531,10784124,19973,338346937,91823594,229530717,200561391,78423,51767129,378003458,399944,25179,175393190,146262751,108514590,,,,,,,20-11-2020,Andaman and Nicobar Islands,114392,,4617
192,17-03-2020,6:00 PM,Uttarakhand,1,0,0,0,1,26-07-2021,India,436861480,22339305,46007,343039824,93821656,232940580,203840892,80008,52419879,384030365,411236,25223,179142928,148284870,109433682,,,,,,,21-11-2020,Andaman and Nicobar Islands,115968,,4631
193,18-03-2020,6:00 PM,Andhra Pradesh,1,0,0,0,1,27-07-2021,India,441128674,16549712,38079,345867755,95260919,235125348,205922411,80915,52894031,387811369,423274,25307,181617271,149496636,110014767,,,,,,,22-11-2020,Andaman and Nicobar Islands,117093,,4641
194,18-03-2020,6:00 PM,Delhi,9,1,2,1,10,28-07-2021,India,445696580,0,0,349104325,96592255,237477784,208136635,82161,53408734,391853470,434376,25432,184431510,150689722,110575348,,,,,,,23-11-2020,Andaman and Nicobar Islands,118654,,4656
195,18-03-2020,6:00 PM,Haryana,3,14,0,0,17,29-07-2021,India,450997892,20051908,43876,352679959,98317933,240211089,210703313,83490,54031515,396521739,444638,25432,187633421,152107728,111256743,,,,,,,24-11-2020,Andaman and Nicobar Islands,120324,,4667
196,18-03-2020,6:00 PM,Karnataka,11,0,0,1,11,30-07-2021,India,456471250,20918871,45339,356348903,100122347,242983261,213403098,84891,54580577,401434035,456638,25507,190811644,153629017,112030589,,,,,,,25-11-2020,Andaman and Nicobar Islands,121931,,4677
197,18-03-2020,6:00 PM,Kerala,25,2,3,0,27,31-07-2021,India,463113439,22141942,47334,361264651,101848788,246409497,216617587,86541,55439978,407198907,474554,25626,195087768,155232209,112793462,,,,,,,26-11-2020,Andaman and Nicobar Islands,123165,,4682
